id_punta,id_rama,id_padre,id_rama_padre,generacion,x,y,theta,activa,edad,paso_creacion,paso_terminacion
90,90,86,86,24,137.4485554086481,0.3053465529973348,-1.3195395177157074,False,7,173,181
91,91,88,88,24,149.5527454140446,42.83100478640042,2.201234401413643,False,6,177,184
92,92,89,89,27,147.56954771413703,43.56920204252476,0.6193143069509357,False,6,178,185
93,93,91,91,25,146.57642316040926,48.02150983518739,1.5899014873041715,False,7,182,190
94,94,92,92,28,152.23928746989284,46.95987049217247,0.7184841695600488,False,6,184,191
95,95,93,93,26,143.3319881360108,51.786770237228005,2.263819321615923,False,6,188,195
96,96,94,94,29,151.12424390997154,54.029405555946106,1.507188338502021,False,8,189,198
97,97,94,94,29,158.09395304799511,48.03942163027167,0.2680016716258635,False,6,190,197
98,98,95,95,27,144.3107440064577,54.316089164562825,1.0484156669035167,False,6,190,197
99,99,97,97,30,161.0677749261646,46.3968331516472,-0.08982116698442191,False,6,193,200
100,100,98,98,28,146.6328460771085,56.960018784323246,1.194215184487317,False,6,193,200
101,101,98,98,28,140.65913231102172,57.01443925229811,1.9195665411544225,False,6,194,201
102,102,96,96,30,147.42764644490987,57.677227736655716,1.9961423931481301,False,6,196,203
103,103,97,97,30,168.0095082299943,49.53352164967996,-0.8421358898956369,False,12,196,209
104,104,99,99,31,166.55816635828523,44.28793477776904,-0.21622260109350525,False,9,196,206
105,105,100,100,29,139.457116691518,70.02591428776884,1.9843127593461216,False,19,196,216
106,106,101,101,29,137.0797834382706,57.31699181818435,2.7590945973542587,False,6,197,204
107,107,102,102,31,156.34421629995217,64.36003133906489,0.1425992296023295,False,15,197,213
108,108,101,101,29,135.7786946718393,60.453429747609334,2.0773447103205216,False,6,200,207
109,109,106,106,30,135.5802814271083,61.224494767714404,1.9873031945842357,False,6,201,208
110,110,108,108,30,134.32595476532524,63.03085432152029,2.7485654748724526,False,6,203,210
111,111,104,104,32,170.41826504338826,40.978337819241574,-0.855721358181754,False,6,204,211
112,112,110,110,31,137.46064716137624,65.4883001033099,1.9694702137851796,False,6,204,211
113,113,111,111,33,168.64804736624694,37.47491109612566,-1.6836935088810456,False,6,206,213
114,114,103,103,31,168.0687716765187,44.32875470536079,-1.3188877185374217,False,6,207,214
115,115,110,110,31,134.8994048911222,67.8389883005945,2.425985388777036,False,6,207,214
116,116,111,111,33,170.9279752095033,37.50760835790314,-0.9837033031846726,False,6,207,214
117,117,116,116,34,171.3794483281936,36.60435078211375,-0.7865053974960796,False,6,208,215
118,118,110,110,31,127.0971926711786,56.590769473784306,4.191356116984421,False,10,209,220
119,119,116,116,34,170.33602807885276,35.2470526654152,-0.991489950442366,False,6,209,216
120,120,117,117,35,172.27776355079985,36.0450680641047,-1.4743432020728602,False,6,209,216
121,121,119,119,35,168.1544304723259,33.98520454171138,-0.9452618261716159,False,6,210,217
122,122,120,120,36,174.53054853674632,36.890870725435164,-1.4337887610533464,False,6,210,217
123,123,107,107,32,180.8630219601835,80.81155075328479,0.7100894075545697,False,31,211,243
124,124,115,115,32,135.22307657596835,74.57967901965469,1.62789592925475,False,9,211,221
125,125,124,124,33,150.2466697423421,77.48406532440796,0.42785612315418514,False,19,213,233
126,126,118,118,32,114.58934824127229,44.579784509478195,3.5294368391239366,False,19,218,238
127,127,124,124,33,130.84639020778897,77.27548421986508,2.752937162183981,False,6,219,226
128,128,127,127,34,127.17633374876975,78.89773144351282,2.7078905334726873,False,6,223,230
129,129,128,128,35,118.8337422050857,75.6242073291162,4.059951344015326,False,11,226,238
130,130,125,125,34,157.74400482691942,83.97494993999916,0.3621173658836061,False,11,231,243
131,131,126,126,33,109.68888663150219,43.79464918974552,3.4657435804800123,False,6,236,243
132,132,129,129,36,115.68002151054557,70.5884129833428,4.272992239670475,False,7,236,244
133,133,132,132,37,97.74380647848552,78.88820107544068,2.5127043972320564,False,23,237,261
134,134,123,123,33,188.49746283215478,83.245201883883,0.44280708131717805,False,9,241,251
135,135,130,130,35,165.75800956794743,82.9782696710493,0.12974405355441937,False,9,241,251
136,136,131,131,34,104.55534392204476,32.80386868286141,4.277497887741764,False,13,241,255
137,137,123,123,33,183.8413441130646,85.8728040483499,0.8431715726570395,False,6,242,249
138,138,132,132,37,84.81835736467362,71.7134206965337,2.1381780648870765,False,34,242,277
139,139,137,137,34,202.99399722978276,99.73649904173848,0.5181717661077088,False,26,247,274
140,140,134,134,34,191.04021984468622,90.97213056239403,1.0353101537892202,False,9,249,259
141,141,135,135,36,173.5532003200074,83.28024238347892,-0.21986166641792323,False,9,249,259
142,142,141,141,37,182.73487990488633,107.59139954707379,1.2768072519805096,False,27,257,285
143,143,133,133,38,83.1919689082774,81.222983103689,2.59568728360266,False,16,259,276
144,144,143,143,39,92.60391189842505,71.02513789425265,4.116279989968297,False,9,260,270
145,145,144,144,40,97.05098751452309,71.04692635190764,4.94373014878578,False,6,262,269
146,146,139,139,35,207.45600280719754,101.56148174284498,-0.08754210933761669,False,6,272,279
147,147,143,143,39,81.81713844808873,86.2561075523711,2.148766076452614,False,6,274,281
148,148,146,146,36,209.5423339819428,101.64613714550131,0.529998658580048,False,6,274,281
149,149,138,138,38,83.8758442053619,76.86808806630567,1.5434050727335948,False,6,275,282
150,150,147,147,40,79.94882777208748,88.53982829847835,1.7172803023789722,False,6,277,284
151,151,146,146,36,214.13438406396853,94.19006192044527,-0.33218871826399177,False,10,278,289
152,152,150,150,41,79.83621813561376,91.70568738883007,1.8096572812958969,False,6,280,287
153,153,142,142,38,180.88943207790012,112.31588352942234,1.7146819383904013,False,6,283,290
154,154,150,150,41,75.0055720128631,91.41617189888991,2.6649911512365243,False,6,283,290
155,155,152,152,42,83.25847740021652,94.25220173489728,0.8145239606891432,False,6,283,290
156,156,152,152,42,81.2125153032615,96.58913872577465,1.4388547639250255,False,6,285,292
157,157,153,153,39,182.19527357809983,115.35419757149235,0.9106516827874569,False,6,286,293
158,158,151,151,37,185.2795547240047,65.7463612973585,-2.3729059316536785,False,43,287,331
159,159,155,155,43,80.55508799926851,98.20002913857435,1.8060845840886628,False,6,287,294
160,160,154,154,42,46.482100748346554,100.89489562633304,3.6019829152297533,False,34,288,323
161,161,157,157,40,177.94437550609914,117.79264938150307,2.3784160945091988,False,6,290,297
162,162,157,157,40,179.03665105693406,119.56829556878306,2.6592762521173783,False,6,291,298
163,163,161,161,41,176.11046858081355,116.9413527102749,2.2834726688172178,False,6,291,298
164,164,161,161,41,175.64030239277207,121.07836667844589,2.867422703940094,False,6,294,301
165,165,164,164,42,175.43469650912,125.58154151830144,2.043591856383335,False,9,295,305
166,166,165,165,43,177.7658619710777,135.46031229002557,0.6109675925914707,False,11,303,315
167,167,165,165,43,171.22172182685415,129.63324477588762,2.6982993980211343,False,6,304,311
168,168,167,167,44,168.61688104275868,125.18925975925278,3.007169390511437,False,6,305,312
169,169,167,167,44,167.95607315786341,127.98447701347197,2.5304588025155526,False,6,306,313
170,170,168,168,45,167.2972305556867,124.21893402394825,2.64628025057089,False,6,307,314
171,171,170,170,46,168.40366879179072,116.97034652074083,4.110462313657964,False,8,309,318
172,172,171,171,47,173.92294129380775,118.78502329422233,5.438619286277867,False,6,310,317
173,173,169,169,45,162.58500131557042,132.6291932392686,2.8396958409275976,False,8,311,320
174,174,166,166,44,182.6994087389207,137.0365093303608,-0.16620927209472103,False,6,313,320
175,175,174,174,45,183.71098848814052,137.22676411356122,0.5658602638710084,False,6,314,321
176,176,172,172,48,177.6256821869092,115.936218155072,4.565867291225534,False,6,315,322
177,177,171,171,47,160.12116789780924,108.82421833614528,5.48693120550803,False,14,316,331
178,178,173,173,46,153.6171071621942,137.86828005979805,1.810162999291086,False,12,318,331
179,179,177,177,48,164.9330850683866,92.21656448364753,4.62478952365243,False,25,318,344
180,180,175,175,46,186.8414480957052,141.17275098442678,1.122832384746154,False,6,319,326
181,181,175,175,46,187.21006599927364,142.05564560153869,0.6060687122387323,False,6,320,327
182,182,160,160,43,41.877994100184665,95.7252914842988,3.9421997040696177,False,8,321,330
183,183,182,182,44,34.22438362674847,90.1268525496814,3.9433743112718047,False,11,328,340
184,184,158,158,38,187.39571211160944,60.93331508226194,-1.0423303007817037,False,6,329,336
185,185,177,177,48,164.72045578405297,106.44514652846063,5.0010596611381235,False,6,329,336
186,186,178,178,47,147.27886051641488,145.46651719884431,2.5304921779185228,False,11,329,341
187,187,184,184,39,207.32267045356326,50.60377192364269,-0.3782712008000456,False,27,330,358
188,188,184,184,39,188.52577906888956,57.200202557457644,-1.2016239363393115,False,7,332,340
189,189,183,183,45,33.00006304063586,81.97188363500541,4.6373256232231395,False,9,338,348
190,190,188,188,40,203.46371487279015,27.53133941287653,-0.9866904398066662,False,36,338,375
191,191,186,186,48,143.08840696893697,147.57555821817402,2.3840024582659067,False,6,339,346
192,192,186,186,48,145.0768385209008,149.86739225716443,1.6325710187135098,False,5,340,346
193,193,179,179,49,167.9376757130302,85.91052242451937,4.636134031923931,False,8,342,351
194,194,191,191,49,143.3815261325641,149.0522325156223,1.8001336977935873,False,4,342,347
195,195,187,187,40,215.24722048092192,36.795422694685136,-0.6431285320573307,False,18,356,375
196,196,187,187,40,215.64896343960515,55.94202693990762,0.47778252128730087,False,10,357,368
197,197,196,196,41,215.66012453619294,61.15652325245717,1.1839940001118168,False,6,366,373
198,198,197,197,42,211.4202666120332,61.71832776859835,2.2921671052490677,False,6,368,375
199,199,197,197,42,219.20326090956206,63.59464177425303,0.31270887216520316,False,6,370,377
200,200,197,197,42,217.76292795817477,66.67335300689442,1.61286968449496,False,6,372,379
201,201,199,199,43,221.83014603183213,63.39606184409316,0.5498309232890191,False,6,372,379
202,202,190,190,41,200.91690170021323,23.134115702732718,-1.8742967467807115,False,6,373,380
203,203,195,195,41,216.9360142589079,3.218299235072376,-1.5511793011448474,False,35,373,409
204,204,198,198,43,209.503920065866,69.44896345309056,2.5853328376677793,False,9,373,383
205,205,199,199,43,218.7879392818386,68.20497385443836,1.2536005338228888,False,6,374,381
206,206,201,201,44,223.70292682213258,59.023568091666924,-0.6892608998250792,False,6,374,381
207,207,202,202,42,192.84472107328617,18.18695888045934,-2.1329479914364486,False,14,374,389
208,208,204,204,44,200.65184750464635,66.39910103129544,3.5693875169255733,False,12,375,388
209,209,201,201,44,236.37593089150636,64.19697649437832,-0.4193716066281389,False,16,377,394
210,210,205,205,44,224.09188351724336,73.41634971863004,1.1471791157625824,False,10,377,388
211,211,206,206,45,223.69568386011707,55.083457206237924,-0.9803222923022503,False,6,377,384
212,212,200,200,43,215.41508927733602,72.09336879405052,1.7155756858779831,False,6,378,385
213,213,205,205,44,214.90933389071955,70.9145664213466,2.3736127071759174,False,6,378,385
214,214,209,209,45,246.12013100651652,58.63543071478018,-0.03783078943282825,False,25,378,404
215,215,204,204,44,199.98603424978342,74.1970740165579,3.2000110225983085,False,12,381,394
216,216,213,213,45,211.2320357208395,82.13555878278203,2.381228312181599,False,15,381,397
217,217,211,211,46,229.6355189488947,33.35743663390246,-1.261578702212565,False,24,382,407
218,218,208,208,45,196.82230221758863,69.73431938888403,2.5751410523356046,False,6,386,393
219,219,210,210,45,222.11771453092115,86.15195314085612,2.13677498430373,False,14,386,401
220,220,207,207,43,176.5550083836104,23.01046957413618,-3.500224454154772,False,18,387,406
221,221,218,218,46,193.6812285757453,69.74889855536766,2.4739587623523915,False,6,389,396
222,222,218,218,46,196.53555558392503,74.31830577530748,1.388396799657998,False,6,390,397
223,223,209,209,45,238.30433624895593,59.381177772257665,-0.8227503739948531,False,6,392,399
224,224,223,223,46,237.82647894225494,57.233575452386106,-1.5001557351195463,False,6,394,401
225,225,223,223,46,243.96598805158155,55.35726971472999,-0.9875497010580246,False,8,397,406
226,226,219,219,46,218.79211411956805,89.865696196434,2.4956311668771587,False,6,399,406
227,227,226,226,47,219.71407759639416,94.51363331983313,1.7921663644426542,False,9,400,410
228,228,214,214,46,247.4602197342541,53.548077235819584,-1.2541450996291696,False,6,402,409
229,229,220,220,44,174.33056960239122,27.689257402671352,-4.631390499667693,False,6,404,411
230,230,217,217,47,232.91494292398323,29.61691991350016,-0.4504121580621882,False,6,405,412
231,231,225,225,47,279.4170687996247,89.4485952021923,0.6334797159020475,False,64,405,470
232,232,203,203,42,219.76835745211073,0.4175425750357834,-0.7821444333161963,False,5,407,413
233,233,229,229,45,171.31049666244814,32.349460034760405,-4.41323945317099,False,9,407,417
234,234,230,230,48,236.08714825438315,22.63094106925322,-1.6833780912608487,False,12,407,420
235,235,227,227,48,214.2628481808751,98.83822314554868,2.77777365670485,False,8,408,417
236,236,227,227,48,198.3479648811554,128.8642309848127,1.161515960588628,False,45,409,455
237,237,232,232,43,218.39642479372958,0.9602876412259305,-1.1431313486754855,False,2,409,412
238,238,237,237,44,219.05373815546508,0.20667026849361325,-0.6992168302941012,False,1,411,413
239,239,234,234,49,220.8357253356554,21.36836120707858,-4.055984778924496,False,17,418,436
240,240,236,236,49,203.4257770986756,129.72649753416124,-0.2809067927464252,False,6,453,460
241,241,236,236,49,202.0083080913859,133.5500792844986,1.2596552167514763,False,6,454,461
242,242,240,240,50,217.44033675834714,133.44407024701943,0.03705008507443347,False,19,455,475
243,243,240,240,50,216.4346407586115,123.03582506491067,-0.8494660741654512,False,16,458,475
244,244,231,231,48,278.47203849738395,94.46901804469877,1.6064451793498071,False,6,468,475
245,245,244,244,49,274.17666194847425,95.18507705788029,2.6399742029954414,False,6,471,478
246,246,242,242,51,241.12742194115899,133.3369621672793,-0.46049330353695805,False,28,473,502
247,247,243,243,51,215.7411872636307,117.92619950505674,-1.467319788208044,False,6,473,480
248,248,245,245,50,272.2060928362551,95.71828481939642,2.6651308345616616,False,6,473,480
249,249,242,242,51,234.2304773012253,141.63739472857733,0.6138668312833224,False,19,474,494
250,250,247,247,52,216.62946820873861,114.09971924826891,-1.4103364748925045,False,6,477,484
251,251,248,248,51,265.0777702454721,96.33422531465492,2.6099364275764887,False,9,477,487
252,252,251,251,52,259.0517490906957,100.02145982539787,2.70643273544718,False,8,485,494
253,253,251,251,52,258.48394624366216,110.67363149849147,2.0619504635440586,False,16,486,503
254,254,249,249,52,240.2793993423981,140.51787373546853,-0.0561005100062007,False,7,492,500
255,255,252,252,53,250.6789688192631,103.31419598039652,2.3794337581810123,False,10,492,503
256,256,252,252,53,253.76090441674066,105.69000715732922,2.4695693980234834,False,8,493,502
257,257,254,254,53,244.89739383004655,138.83966054090817,-0.16236679614116212,False,6,498,505
258,258,246,246,52,248.94777635476592,135.82902344695898,-0.012824050332291503,False,9,500,510
259,259,256,256,54,248.65486457873743,104.93476120285546,2.959968570684005,False,6,500,507
260,260,253,253,53,259.6716424353315,115.70127496158761,1.4724177098709172,False,6,501,508
261,261,257,257,54,247.6947845685993,140.8044826556021,-0.003780245438651353,False,6,501,508
262,262,255,255,54,247.33095688202664,108.04839577950783,2.7161587904932,False,6,502,509
263,263,257,257,54,254.38110037934138,138.01042581245724,-0.7777054420294212,False,10,504,515
264,264,259,259,55,240.96003592747695,107.3840075777479,2.917767895713879,False,10,504,515
265,265,260,260,54,234.38385941829546,127.21768006016809,3.4768894956536367,False,30,506,537
266,266,258,258,53,253.9978327941133,135.25040706237073,-0.5799336290050995,False,6,508,515
267,267,258,258,53,253.9199674284602,132.7080603370999,-0.748809717884059,False,6,509,516
268,268,264,264,56,220.9630325811078,105.20346868905693,3.983929020048669,False,22,513,536
269,269,267,267,54,255.5373714855845,126.84401237509721,-1.0152598317075814,False,8,513,522
270,270,267,267,54,259.91467359982374,127.49200830717369,-0.8711343806472314,False,8,515,524
271,271,269,269,55,256.8461375530332,121.96685899192235,-1.3792013309195632,False,6,520,527
272,272,270,270,55,260.20430947433937,122.38884537319548,-1.7098750157629714,False,6,522,529
273,273,271,271,56,256.0858469661666,116.95803338528428,-1.985515060519608,False,6,525,532
274,274,272,272,56,255.85390816779702,120.10508640209906,-1.938769529459044,False,6,526,533
275,275,272,272,56,256.6386467394628,118.47212108511123,-2.5958456106224976,False,6,527,534
276,276,274,274,57,257.9236563331651,117.76701664836486,-1.592895659416588,False,6,527,534
277,277,276,276,58,255.47935880095275,117.84835915749886,-2.0131058883448674,False,6,528,535
278,278,274,274,57,250.95675927103707,118.70587857468962,-2.764142032078532,False,6,531,538
279,279,276,276,58,257.77125805878154,114.1207587518852,-2.1744864450784855,False,6,531,538
280,280,276,276,58,260.66450872141695,112.5165576954029,-1.1229125210811457,False,6,533,540
281,281,278,278,58,245.81327210260594,114.39446268207996,-2.412523837223299,False,11,533,545
282,282,279,279,59,260.0604136838333,111.13804539665787,-1.0422530613802832,False,6,534,541
283,283,265,265,55,219.61592546128477,119.8660766141362,3.484410215769409,False,18,535,554
284,284,283,283,56,225.56024006422706,129.22226985648896,2.676922634170076,False,8,537,546
285,285,281,281,59,240.9114611963679,115.18127168454845,-3.2041174130601044,False,6,543,550
286,286,285,285,60,240.35289176189275,119.92137283321739,-4.7712716365181045,False,6,546,553
287,287,286,286,61,242.89869307485534,123.36137368282411,-4.411038750103808,False,7,548,556
288,288,287,287,62,246.84862995182291,126.69977792092807,-6.107465574003266,False,6,554,561
289,289,288,288,63,249.55236410444218,124.45810216197731,-6.920577072952735,False,6,556,563
